Year,Project,PlatformAge (y),Platform,Station,Latitude,Longtitude,SamplingDate,InstallationDate,Depth,MethodOfCollection,IdentifiationTechnique,major group,kingdom,subkingdom,infrakingdom,superphylum,phylum,subphylum,Unaccepted subphylum,infraphylum,Unaccepted Infraphylum,superclass,Unaccepted Superclass,class,Unaccepted Class,subclass,Unaccepted Subclass,infraclass,superorder,Unaccepted Superorder,order,Unaccepted Order,suborder,infraorder,superfamily,family,Unaccepted Family,subfamily,supergenus,subgenus,genus,Unaccepted Genus,species name,Unaccepted Species,subspecies name,Unaccepted subSpecies,picture,ThaiName,Density,No_of_species,Diversity_index,pi,ln(pi),pi*ln(pi)
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Coscinodiscaceae,,-,-,-,Coscinodiscus,,Coscinodiscus sp.10,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Coscinodiscaceae,,-,-,-,Coscinodiscus,,Coscinodiscus sp.11,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Coscinodiscaceae,,-,-,-,Coscinodiscus,,Coscinodiscus sp.12,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Coscinodiscaceae,,-,-,-,Coscinodiscus,,Coscinodiscus sp.13,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Coscinodiscaceae,,-,-,-,Palmeria,,Palmeria hardmanniana ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Gossleriellaceae,,-,-,-,Gossleriella,,Gossleriella tropica,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Gossleriellaceae,,-,-,-,Gossleriella,,Gossleriella sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Heliopeltaceae ,,-,-,-,Actinoptychus,,Actinoptychus sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Heliopeltaceae ,,-,-,-,Actinoptychus,,Actinoptychus sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Heliopeltaceae ,,-,-,-,Actinoptychus,,Actinoptychus sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Hemidiscaceae,,-,-,-,Hemidiscus,,Hemidiscus cuneiformis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Hemidiscaceae,,-,-,-,Hemidiscus,,Hemidiscus sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Coscinodiscales,,-,-,-,Hemidiscaceae,,-,-,-,Pseudoguinardia,,Pseudoguinardia recta,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Cymatosirophycanae,,Cymatosirales ,,-,-,-,Cymatosiraceae,,-,-,-,Cymatosira,,Cymatosira sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Cymbellales,,-,-,-,Cymbellaceae,,-,-,-,Cymbella,,Cymbella sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Fragilariales,,-,-,-,Fragilariaceae,,-,-,-,Asterionellopsis,,Asterionellopsis glacialis ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Fragilariales,,-,-,-,Fragilariaceae,,-,-,-,Bleakeleya,,Bleakeleya sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophyceae incertae sedis,,-,-,,-,,-,-,-,-,,-,-,-,Diatoma ,,Diatoma sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophyceae incertae sedis,,-,-,,-,,-,-,-,-,,-,-,-,Diatoma ,,Diatoma sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae ,,-,Fragilariophycanae,,Fragilariales,,-,-,-,Fragilariaceae,,-,-,-,Fragilaria,,Fragilaria sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae ,,-,Fragilariophycanae,,Fragilariales,,-,-,-,Fragilariaceae,,-,-,-,Fragilaria,,Fragilaria sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae ,,-,Fragilariophycanae,,Fragilariales,,-,-,-,Fragilariaceae,,-,-,-,Meridion ,,Meridion sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Cerataulina,,Cerataulina sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Climacodium,,Climacodium frauenfeldianum,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Climacodium,,Climacodium biconcavum,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Eucampia,,Eucampia zodiacus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Eucampia,,Eucampia cornuta,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Eucampia,,Eucampia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus membranaceus ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus indicus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus sinensis,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus hauckii,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Hemiaulus,,Hemiaulus sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Biddulphianae,,Hemiaulales ,,-,-,-,Hemiaulaceae,,-,-,-,Eucampia,,Eucampia zodiacus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Chaetocerotanae,,Leptocylindrales,,-,-,-,Leptocylindraceae,,-,-,-,Leptocylindrus,,Leptocylindrus mediterraneus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Chaetocerotanae,,Leptocylindrales,,-,-,-,Leptocylindraceae,,-,-,-,Leptocylindrus,,Leptocylindrus danicus,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Chaetocerotanae,,Leptocylindrales,,-,-,-,Leptocylindraceae,,-,-,-,Leptocylindrus,,Leptocylindrus sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Licmophorales ,,-,-,-,Licmophoraceae,,-,-,-,Licmophora,,Licmophora flabellata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Licmophorales ,,-,-,-,Licmophoraceae,,-,-,-,Licmophora,,Licmophora dalmatica,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Fragilariophycidae,,-,Fragilariophycanae,,Licmophorales ,,-,-,-,Licmophoraceae,,-,-,-,Licmophora,,Licmophora sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Ditylum,,Ditylum brightwellii ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Ditylum,,Ditylum sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Ditylum,,Ditylum sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Helicotheca ,,Helicotheca tamesis ,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Helicotheca ,,Helicotheca sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Lithodesmium,,Lithodesmium undulatum,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Lithodesmium,,Lithodesmium sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Lithodesmiophycanae,,Lithodesmiales,,-,-,-,Lithodesmiaceae,,-,-,-,Lithodesmium,,Lithodesmium sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae ,,Lyrellales ,,-,-,-,Lyrellaceae,,-,-,-,Lyrella,,Lyrella lyra,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae ,,Mastogloiales,,-,-,-,Mastogloiaceae,,-,-,-,Mastogloia,,Mastogloia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Melosirales,,-,-,-,Melosiraceae,,-,-,-,Melosira,,Melosira dubia,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Melosirales,,-,-,-,Melosiraceae,,-,-,-,Melosira,,Melosira sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Melosirales,,-,-,-,Stephanopyxidaceae,,-,-,-,Stephanopyxis ,,Stephanopyxis palmeriana,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae,,-,Coscinodiscanae,,Melosirales,,-,-,-,Stephanopyxidaceae,,-,-,-,Stephanopyxis ,,Stephanopyxis sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Diploneidaceae,,-,-,-,Diploneis,,Diploneis sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Diploneidaceae,,-,-,-,Diploneis,,Diploneis sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Diploneidaceae,,-,-,-,Diploneis,,Diploneis sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Diploneidaceae,,-,-,-,Diploneis,,Diploneis sp.4,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Diploneidaceae,,-,-,-,Diploneis,,Diploneis sp.5,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Haslea,,Haslea wawrikae,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Haslea,,Haslea sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Meuniera,,Meuniera sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Meuniera,,Meuniera sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.4,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.5,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.6,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Navicula,,Navicula sp.7,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Trachyneis,,Trachyneis sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Naviculaceae,,-,-,-,Trachyneis,,Trachyneis sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pinnulariaceae,,-,-,-,Pinnularia,,Pinnularia sp.,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Gyrosigma,,Gyrosigma sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Gyrosigma,,Gyrosigma sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Gyrosigma,,Gyrosigma sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Pleurosigma,,Pleurosigma sp.1,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Pleurosigma,,Pleurosigma sp.2,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Pleurosigma,,Pleurosigma sp.3,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Pleurosigma,,Pleurosigma sp.4,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Pleurosigmataceae,,-,-,-,Pleurosigma,,Pleurosigma sp.5,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Bacillariophycidae,,-,Bacillariophycanae,,Naviculales,,-,-,-,Stauroneidaceae,,-,-,-,Stauroneis,,Stauroneis salina,,"Staurophora salina (W.Smith) Mereschkowsky, 1903",no,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae ,,-,Coscinodiscanae,,Paraliales,,-,-,-,Paraliaceae ,,-,-,-,Paralia,,Paralia sulcata,,-,,,,,,,,,
,,,,,,,,,,,,Phytoplankton,Chromista,Harosa,Heterokonta ,-,Ochrophyta,Khakista,,-,,-,,Bacillariophyceae,,Coscinodiscophycidae ,,-,Coscinodiscanae,,Paraliales,,-,-,-,Paraliaceae ,,-,-,-,Paralia,,Paralia sp.,,-,,,,,,,,,
